,chlorides,density,citric_acid,alcohol,total_sulfur_dioxide,sulphates,volatile_acidity
869,0,3,1,1,1,0,0
870,0,2,0,4,4,0,0
871,3,1,1,1,1,0,0
872,3,0,0,1,1,0,0
873,0,2,1,1,1,1,1
874,3,0,0,4,1,0,0
875,0,3,1,4,4,0,0
876,3,0,4,1,2,0,0
877,0,0,2,1,1,0,3
878,0,3,0,4,1,0,0
879,0,0,2,3,2,0,1
880,1,1,1,4,0,2,1
881,0,0,1,1,0,1,0
882,0,0,1,3,2,2,1
883,0,0,0,1,2,0,4
884,0,0,0,3,3,2,0
885,0,3,0,1,1,1,2
886,0,3,1,1,1,1,0
887,0,2,0,1,1,0,0
888,0,2,0,2,2,0,0
889,2,0,0,4,3,0,0
890,2,4,0,0,0,0,1
891,0,0,0,2,3,0,1
892,0,0,0,0,2,1,1
893,0,0,0,2,3,2,1
894,0,1,0,0,0,3,2
895,0,0,0,1,0,1,0
896,0,1,1,0,2,3,1
897,0,0,0,1,0,0,1
898,0,0,0,1,1,0,0
899,0,0,0,3,1,3,3
900,0,0,3,2,1,0,0
901,0,0,0,1,0,1,2
902,0,0,1,1,4,0,0
903,2,0,0,3,1,0,1
904,0,0,3,1,1,0,0
905,0,1,0,0,4,0,0
906,0,0,0,2,0,0,1
907,0,0,0,4,1,0,3
908,0,0,0,0,1,0,0
909,0,4,4,1,0,0,1
910,4,4,0,1,2,3,1
911,0,0,4,1,2,3,1
912,1,0,0,1,0,0,1
913,0,1,4,2,1,1,0
914,0,0,1,2,2,0,0
915,0,4,0,2,0,0,3
916,3,1,1,1,1,2,0
917,0,0,0,2,4,0,2
918,0,0,2,1,0,0,0
919,0,1,1,1,3,1,1
920,1,0,4,1,2,1,4
921,4,1,1,1,1,0,0
922,0,0,1,3,1,1,1
923,4,0,0,2,2,0,0
924,0,0,0,3,2,0,0
925,0,3,0,1,0,1,2
926,0,0,0,1,1,1,0
927,1,0,0,2,1,4,0
928,1,0,0,1,2,1,0
929,0,1,3,2,1,0,0
930,0,0,0,1,1,0,2
931,0,0,1,2,0,1,1
932,1,0,1,0,3,0,0
933,0,0,1,3,2,0,0
934,0,0,4,2,4,0,1
935,0,0,0,0,2,0,2
936,1,3,3,0,0,4,1
937,0,0,0,2,1,3,1
938,0,1,2,0,1,2,1
939,2,1,0,0,3,3,0
940,0,2,1,2,1,0,1
941,0,1,0,1,4,1,0
942,0,0,0,1,1,4,0
943,0,1,1,0,1,1,1
944,0,0,0,1,2,0,1
945,3,0,3,3,1,1,0
946,0,1,0,0,1,0,0
947,0,0,0,1,1,0,3
948,1,1,2,1,1,1,0
949,0,1,1,0,2,0,2
950,4,2,0,1,1,0,0
951,0,0,4,1,0,0,1
952,1,0,4,1,2,0,1
953,3,0,1,0,3,0,0
954,0,0,3,1,1,4,1
955,3,1,0,0,4,1,0
956,2,0,1,0,1,3,0
957,0,0,0,2,0,0,2
958,2,1,0,1,0,1,2
959,3,0,0,1,2,0,0
960,0,1,1,0,2,0,0
961,0,0,1,2,0,1,0
962,0,0,0,2,1,0,0
963,0,4,1,2,0,1,0
964,0,1,0,0,2,0,0
965,0,2,1,0,0,3,0
966,0,0,0,3,0,0,2
967,0,0,1,4,0,0,1
968,2,1,0,1,0,0,1
969,1,0,1,0,1,0,0
970,0,2,2,3,1,3,2
971,0,0,0,1,0,0,1
972,0,0,2,4,0,1,1
973,0,3,4,1,2,1,0
974,0,0,1,0,1,0,1
975,2,0,2,2,1,1,0
976,3,1,0,0,3,0,0
977,0,0,3,4,1,0,2
978,0,0,0,3,1,0,0
979,0,0,0,0,0,0,0
980,0,2,0,1,2,0,0
981,0,0,0,1,1,0,0
982,1,0,1,1,0,0,1
983,2,0,1,1,0,0,0
984,0,0,1,1,4,1,0
985,0,1,1,1,2,0,0
986,1,0,0,2,0,0,0
987,1,0,0,3,3,1,0
988,4,1,0,0,4,4,0
989,4,0,1,3,1,1,1
990,4,0,4,1,1,3,1
991,2,0,1,4,1,0,0
992,0,0,0,3,1,0,4
993,4,0,2,2,0,1,1
994,0,0,0,3,0,0,1
995,0,0,0,1,1,1,3
996,0,2,0,0,2,1,1
997,4,2,2,2,2,0,0
998,0,1,2,2,3,1,1
999,1,1,1,1,0,1,0
1000,0,1,1,3,0,0,1
1001,2,0,4,0,0,0,0
1002,0,1,0,2,0,1,1
1003,0,0,0,2,0,3,1
1004,0,2,1,0,4,0,1
1005,0,2,1,2,2,0,0
1006,0,0,1,2,1,0,4
1007,0,0,2,0,3,0,0
1008,2,0,0,0,0,3,2
1009,1,1,1,2,0,1,1
1010,0,0,0,1,4,0,0
1011,0,0,0,1,0,0,0
1012,0,0,0,1,1,0,1
1013,0,0,1,0,1,2,0
1014,0,0,0,3,1,0,4
1015,0,2,1,3,1,4,0
1016,0,0,0,1,1,0,1
1017,0,0,1,2,0,0,0
1018,0,0,1,3,4,1,0
1019,0,1,4,1,3,1,0
1020,4,4,0,1,0,1,0
1021,0,0,1,1,1,0,0
1022,0,1,0,1,4,1,0
1023,3,3,0,1,4,0,0
1024,0,0,0,1,4,0,1
1025,0,1,0,4,2,0,0
1026,0,0,0,2,0,1,1
1027,0,0,0,3,1,0,2
1028,0,0,2,1,1,0,0
1029,0,1,1,3,0,1,1
1030,0,0,0,0,3,0,0
1031,0,0,0,1,0,4,0
1032,0,0,1,2,4,0,0
1033,0,1,0,2,1,0,0
1034,0,0,1,2,2,1,0
1035,2,0,0,1,0,0,1
1036,3,0,0,1,0,0,0
1037,0,0,0,1,1,0,1
1038,0,1,1,0,0,4,3
1039,0,0,1,2,0,0,3
1040,0,4,1,1,0,0,0
1041,0,0,1,1,1,0,0
1042,0,4,1,4,4,0,0
1043,3,0,4,0,0,1,1
1044,1,0,2,1,4,0,0
1045,1,0,2,2,2,0,0
1046,4,0,0,1,1,0,0
1047,2,0,0,4,0,0,1
1048,0,0,0,2,1,3,2
1049,0,1,0,1,0,1,1
1050,0,0,1,0,1,2,0
1051,2,1,3,3,0,1,0
1052,0,0,2,0,1,0,0
1053,0,0,1,3,3,2,0
1054,0,1,0,1,1,1,1
1055,3,3,1,1,3,1,0
1056,0,4,4,2,1,1,0
1057,0,1,4,0,1,1,0
1058,0,0,0,1,1,0,2
1059,0,0,0,1,4,0,0
1060,4,0,0,1,4,0,1
1061,2,2,4,1,1,1,0
1062,1,0,1,0,2,3,0
1063,0,0,2,0,1,0,0
1064,0,1,0,0,1,4,0
1065,0,4,1,3,3,0,0
1066,0,0,0,1,0,0,0
1067,0,0,2,2,3,0,0
1068,0,0,1,3,1,1,0
1069,0,1,0,1,0,4,0
1070,0,1,3,0,1,0,0
1071,0,0,0,3,1,0,4
1072,0,4,3,1,0,0,0
1073,3,4,0,2,1,0,1
1074,0,1,0,3,0,4,1
1075,0,1,1,2,0,1,1
1076,0,0,0,2,1,0,2
1077,0,0,0,1,0,1,1
1078,2,0,1,0,1,3,0
1079,4,0,0,0,0,1,1
1080,0,0,0,4,1,0,1
1081,0,0,1,1,2,0,2
1082,0,0,0,1,0,1,1
1083,0,2,0,2,1,0,0
1084,0,0,1,1,1,0,1
1085,0,1,1,1,2,1,0
1086,0,3,0,0,1,3,2
1087,1,0,4,3,2,0,0
1088,0,0,1,2,1,1,0
1089,0,0,2,2,0,0,2
1090,0,0,0,2,0,1,1
1091,0,1,1,1,0,0,0
1092,0,0,0,0,1,0,0
1093,1,0,0,2,0,0,1
1094,0,2,2,1,1,0,0
1095,0,0,0,3,1,1,0
1096,4,0,3,0,1,4,0
1097,0,0,0,1,0,1,1
1098,0,2,1,3,2,0,0
1099,3,3,0,0,1,1,1
1100,0,0,1,1,0,2,2
1101,0,0,1,2,0,0,0
1102,0,1,2,1,1,0,3
1103,0,1,1,1,4,1,0
1104,0,0,0,2,1,0,0
1105,0,2,0,1,1,0,0
1106,1,0,1,1,2,0,1
1107,0,0,0,1,4,3,0
1108,0,0,0,1,1,0,0
1109,0,1,0,1,0,1,1
1110,0,0,0,1,2,3,2
1111,0,2,0,0,2,0,1
1112,0,4,1,1,1,2,0
1113,4,0,1,0,3,3,1
1114,3,0,0,2,1,0,0
1115,2,4,1,2,0,0,0
1116,0,0,1,2,1,3,0
1117,0,0,0,2,0,1,1
1118,2,0,1,1,1,1,0
1119,3,1,4,0,2,0,2
1120,3,0,0,1,1,4,0
1121,2,0,3,0,1,1,0
1122,2,4,0,2,0,0,0
1123,3,0,0,1,2,2,0
1124,0,1,1,0,1,0,0
1125,0,0,0,3,1,4,0
1126,0,0,1,2,1,0,0
1127,0,3,4,3,1,4,0
1128,1,0,0,1,1,2,0
1129,0,1,0,0,0,1,2
1130,0,1,0,0,0,1,2
1131,0,0,2,0,0,0,0
1132,0,4,2,2,1,0,0
1133,0,0,0,1,2,1,0
1134,2,0,0,4,0,1,1
1135,2,0,2,0,3,3,2
1136,0,2,0,0,2,0,0
1137,0,0,1,0,1,1,0
1138,0,0,0,1,0,0,2
1139,3,0,1,1,1,3,0
1140,0,0,4,0,2,0,0
1141,2,1,0,2,1,0,0
1142,0,0,0,1,0,3,2
1143,0,0,0,0,0,0,1
1144,1,3,0,2,3,0,0
1145,0,0,0,2,0,0,1
1146,0,0,1,1,1,2,3
1147,0,2,2,1,1,1,1
1148,0,1,0,0,1,0,0
1149,2,0,2,3,0,0,0
1150,0,0,0,0,0,1,1
1151,4,0,0,1,2,0,1
1152,4,0,0,1,0,0,1
1153,1,4,1,0,1,0,3
1154,2,0,0,2,2,0,2
1155,0,1,1,0,2,0,0
1156,0,0,1,1,4,0,0
1157,0,0,1,3,1,4,0
1158,0,0,3,1,0,0,0
1159,0,0,0,2,0,0,0
1160,3,0,2,1,2,3,0
1161,0,0,0,2,0,0,2
1162,0,0,0,1,0,0,3
1163,0,0,1,1,3,0,0
1164,0,1,1,0,1,0,4
1165,1,3,4,2,2,4,3
1166,1,2,0,2,0,2,0
1167,0,1,1,2,0,1,0
1168,0,0,1,2,0,0,3
1169,4,4,3,3,0,4,0
1170,0,3,0,3,1,0,2
1171,0,0,0,3,4,1,1
1172,4,4,0,4,1,4,0
1173,0,1,0,1,0,1,0
1174,0,1,0,0,1,0,0
1175,0,1,0,1,0,4,0
1176,0,0,2,1,1,0,0
1177,4,0,1,3,2,3,0
1178,0,0,4,1,4,1,1
1179,0,0,4,4,0,1,0
1180,0,4,0,0,2,0,1
1181,0,0,0,2,1,0,0
1182,0,0,1,3,0,1,1
1183,0,1,3,1,0,1,0
1184,0,3,4,1,1,2,0
1185,0,0,3,2,1,0,1
1186,0,1,0,4,0,1,1
1187,0,0,0,2,1,0,0
1188,0,4,4,1,1,0,4
1189,3,4,1,2,1,0,3
1190,0,1,2,4,2,0,3
1191,0,1,2,1,3,2,1
1192,0,4,0,0,1,0,0
1193,1,0,0,2,4,1,0
1194,0,0,0,1,2,0,1
1195,3,0,1,0,1,0,3
1196,3,1,2,1,0,0,2
1197,0,0,1,1,1,0,0
1198,0,0,0,2,1,4,0
1199,2,0,0,2,1,2,0
1200,0,0,1,1,2,1,0
1201,0,1,0,0,1,0,0
1202,0,4,0,1,1,1,0
1203,0,1,0,1,0,1,1
1204,0,1,1,1,1,0,0
1205,0,0,1,2,1,1,0
1206,4,0,0,0,1,3,0
1207,0,0,2,1,1,0,0
1208,0,0,0,4,3,2,0
1209,0,0,0,2,0,0,1
1210,0,0,0,2,2,0,0
1211,0,1,1,4,0,0,1
1212,0,0,1,2,1,4,0
1213,1,0,1,1,3,0,3
1214,0,0,0,1,1,0,1
1215,0,4,3,3,1,0,1
1216,0,0,0,1,0,2,2
1217,0,0,0,3,0,1,0
1218,0,2,0,4,0,1,1
1219,0,0,0,3,1,3,1
1220,0,0,0,1,1,4,0
1221,0,1,0,1,1,3,3
1222,3,0,2,1,1,0,0
1223,1,0,0,1,2,3,1
1224,0,0,3,1,1,1,0
1225,1,3,4,1,1,0,0
1226,0,0,0,2,1,0,0
1227,0,0,0,1,2,1,2
1228,0,1,0,3,1,4,0
1229,0,0,0,2,1,0,0
1230,0,0,0,2,0,4,0
1231,0,1,1,0,4,0,0
1232,2,0,4,1,2,1,0
1233,0,0,0,4,1,1,0
1234,4,0,0,4,0,0,0
1235,0,0,0,2,4,0,0
1236,0,0,1,1,1,0,0
1237,0,0,1,1,0,1,0
1238,0,0,1,1,1,0,0
1239,0,0,2,1,1,0,1
1240,0,0,0,0,1,0,0
1241,0,0,1,3,0,1,1
1242,0,1,1,2,4,1,1
1243,1,1,1,1,1,0,0
1244,0,0,0,2,0,1,0
1245,0,1,1,0,2,0,4
1246,2,0,0,0,1,2,0
1247,1,3,0,1,1,0,0
1248,3,0,0,1,1,2,0
1249,0,0,0,0,1,0,0
1250,0,0,0,2,1,0,0
1251,0,0,0,1,1,0,1
1252,0,2,1,1,0,1,1
1253,0,0,0,2,1,1,0
1254,0,0,0,4,1,0,1
1255,0,0,0,1,0,0,1
1256,0,0,0,2,1,0,0
1257,0,0,0,1,2,1,1
1258,4,0,1,2,1,1,0
1259,1,4,1,0,0,0,2
1260,0,4,4,0,0,0,2
1261,0,1,1,0,3,0,4
1262,0,0,0,1,2,3,0
1263,1,0,0,2,1,1,0
1264,0,0,4,2,1,1,0
1265,0,0,0,2,1,0,0
1266,0,3,0,2,0,0,4
1267,0,1,2,2,1,1,0
1268,0,1,0,1,1,1,1
1269,0,1,1,0,2,0,1
1270,0,0,1,3,0,1,0
1271,0,0,1,3,1,0,2
1272,0,0,1,1,0,0,0
1273,0,2,0,1,0,1,2
1274,0,0,1,3,1,0,0
1275,0,1,1,2,0,0,1
1276,3,0,1,1,0,0,0
1277,0,1,1,1,1,0,0
1278,0,2,3,3,3,1,0
1279,0,0,0,4,1,0,0
1280,2,0,1,3,3,1,0
1281,0,0,0,1,0,0,1
1282,2,2,0,0,1,0,0
1283,0,0,0,0,1,0,0
1284,1,0,2,1,3,0,1
1285,0,0,0,4,2,0,1
1286,1,1,1,1,1,0,0
1287,0,0,0,4,1,0,1
1288,0,3,1,1,2,0,0
1289,1,1,1,0,1,0,0
1290,0,3,0,3,1,0,0
1291,0,4,4,2,1,0,0
1292,0,1,1,3,0,1,0
1293,0,3,0,1,3,1,0
1294,0,0,0,3,0,0,3
1295,3,0,1,0,2,0,1
1296,0,2,1,0,1,0,0
1297,0,0,1,2,1,0,0
1298,0,4,1,1,1,0,0
1299,0,0,0,3,1,0,0
1300,3,0,0,1,3,0,0
1301,0,0,0,0,0,1,1
1302,0,0,3,1,1,0,0
1303,0,0,1,3,1,0,1
1304,0,2,1,1,1,0,0
1305,0,0,1,1,2,2,0
1306,0,0,0,1,1,0,0
1307,0,0,1,1,4,2,1
1308,3,0,0,1,0,0,0
1309,0,4,1,2,4,0,0
1310,0,0,0,1,1,0,0
1311,0,1,3,2,1,0,0
1312,0,0,4,1,2,0,0
1313,0,0,2,1,1,0,4
1314,0,0,0,1,0,0,0
1315,4,0,1,2,0,1,0
1316,0,0,0,2,1,0,0
1317,3,0,3,1,1,0,3
1318,0,1,2,1,0,3,1
1319,2,0,1,1,0,1,1
1320,0,1,0,1,0,1,2
1321,0,0,0,0,1,0,1
1322,0,0,4,2,1,0,0
1323,3,0,0,1,2,2,0
1324,0,0,2,2,0,3,1
1325,0,2,0,1,1,1,0
1326,0,0,1,2,1,2,3
1327,0,0,1,0,2,3,0
1328,0,1,0,1,2,0,3
1329,0,1,3,1,2,2,2
1330,1,1,0,0,2,3,1
1331,0,0,0,0,0,1,1
1332,2,3,0,4,1,0,1
1333,0,0,1,0,1,0,0
1334,0,0,3,2,1,1,1
1335,3,0,0,4,2,0,4
1336,0,4,2,2,0,0,4
1337,0,0,3,1,1,3,1
1338,0,0,1,2,1,0,3
1339,1,0,1,1,0,0,1
1340,3,0,0,3,2,1,1
1341,2,0,0,2,0,1,1
1342,0,0,1,2,1,0,0
1343,0,0,0,2,0,1,0
1344,0,3,1,0,0,0,3
1345,0,2,1,1,2,1,0
1346,0,0,2,1,0,1,3
1347,0,1,0,0,1,4,0
1348,0,0,4,3,4,0,0
1349,0,0,0,1,4,4,0
1350,0,0,0,2,3,1,1
1351,0,0,0,4,3,0,0
1352,0,4,1,1,3,0,0
1353,2,2,4,2,1,1,0
1354,0,0,0,3,0,1,1
1355,1,0,0,1,0,1,4
1356,0,0,1,1,1,0,0
1357,1,0,0,1,2,0,0
1358,0,1,1,1,1,0,0
1359,0,3,2,4,1,0,0
1360,0,0,3,0,1,0,1
1361,0,0,1,2,0,0,1
1362,0,0,1,3,0,1,1
1363,0,0,0,1,2,0,1
1364,0,0,0,3,0,3,1
1365,0,3,0,4,4,1,0
1366,0,1,0,1,3,3,0
1367,0,1,0,3,1,0,0
1368,0,1,0,2,1,0,0
1369,0,0,1,2,1,2,0
1370,0,0,1,2,1,0,0
1371,0,0,0,1,0,0,0
1372,0,0,0,1,1,1,1
1373,0,0,1,2,1,0,0
1374,3,0,0,1,0,0,0
1375,0,0,0,2,1,1,4
1376,3,0,2,0,0,3,1
1377,0,0,0,0,4,0,0
1378,0,0,1,1,2,1,1
1379,0,3,3,0,1,0,1
1380,3,0,0,2,2,0,0
1381,0,0,0,2,1,1,0
1382,1,0,3,0,1,0,0
1383,0,4,1,1,3,1,2
1384,0,0,1,1,1,0,2
1385,0,0,0,2,1,0,0
1386,0,0,0,4,4,4,2
1387,1,0,0,1,1,1,0
1388,0,1,3,1,0,1,0
1389,0,1,1,2,3,1,1
1390,0,3,2,2,1,3,0
1391,0,0,1,1,0,1,0
1392,4,1,3,1,0,1,1
1393,0,0,3,2,1,0,0
1394,0,4,3,4,0,1,2
1395,0,0,0,3,0,1,1
1396,1,3,2,0,0,2,3
1397,4,1,1,1,2,1,0
1398,0,0,0,2,1,2,0
1399,0,0,0,0,1,1,0
1400,0,0,3,2,3,0,0
1401,1,0,0,4,0,4,3
1402,0,4,1,2,3,0,0
1403,0,0,2,2,1,1,0
1404,0,1,3,1,0,1,1
1405,0,0,0,1,1,2,0
1406,0,0,1,1,3,0,1
1407,0,1,0,0,2,4,0
1408,0,2,0,0,1,4,0
1409,0,0,2,3,2,4,1
1410,0,0,1,4,1,0,0
1411,2,1,0,3,1,0,0
1412,3,0,0,4,3,0,0
1413,0,0,0,2,0,1,0
1414,0,0,4,2,0,1,4
1415,0,1,1,1,0,4,1
1416,0,0,4,2,1,1,0
1417,0,0,1,2,0,0,3
1418,3,2,2,3,0,1,0
1419,0,4,0,1,1,1,4
1420,0,4,0,1,4,0,1
1421,0,0,1,0,1,0,0
1422,3,0,1,2,1,0,0
1423,0,0,0,3,0,0,3
1424,1,1,0,1,1,1,0
1425,4,0,0,2,1,2,1
1426,0,0,0,0,3,0,0
1427,0,1,2,2,0,1,0
1428,0,0,0,2,0,0,0
1429,2,0,0,0,4,0,0
1430,0,1,0,0,0,4,1
1431,0,0,0,2,0,0,1
1432,0,0,0,0,2,1,1
1433,0,4,0,4,1,0,0
1434,0,1,0,1,1,3,1
1435,0,0,0,1,1,0,0
1436,0,1,0,0,1,1,3
1437,0,0,0,3,0,1,1
1438,0,0,1,1,2,0,0
1439,0,0,1,1,2,0,2
1440,0,2,2,2,1,0,0
1441,0,0,1,0,1,0,4
1442,0,1,0,0,1,0,0
1443,0,0,0,3,1,0,0
1444,0,0,0,3,0,0,0
1445,0,0,0,1,2,0,1
1446,0,1,0,2,4,0,0
1447,0,1,0,1,1,0,2
1448,0,0,4,4,4,0,0
1449,0,3,0,0,1,4,0
1450,3,3,1,1,1,0,4
1451,0,3,4,1,0,3,0
1452,0,0,1,1,4,0,0
1453,1,0,1,2,1,0,0
1454,4,0,1,2,2,0,1
1455,0,0,4,0,4,1,1
1456,0,0,0,1,0,0,1
1457,0,0,0,4,1,0,0
1458,0,0,1,1,1,1,0
1459,0,0,1,1,1,1,1
1460,0,0,0,1,1,1,0
1461,4,0,4,0,1,0,0
1462,0,4,2,2,0,2,1
1463,0,0,1,2,1,0,0
1464,0,0,0,2,3,1,0
1465,0,1,2,2,1,0,1
1466,3,2,2,1,1,0,0
1467,0,0,1,1,0,2,0
1468,0,0,1,1,1,0,1
1469,0,0,0,2,1,4,0
1470,4,1,0,1,2,0,3
1471,0,1,3,2,1,0,3
1472,1,4,0,3,1,0,0
1473,0,0,0,1,0,0,2
1474,2,4,0,0,3,0,3
1475,2,0,1,1,3,0,0
1476,0,0,0,3,3,1,0
1477,4,4,0,2,1,0,3
1478,0,0,0,3,0,4,2
1479,3,2,0,1,1,3,0
1480,1,0,4,1,1,0,0
1481,0,0,1,1,1,2,0
1482,0,2,1,1,1,3,0
1483,0,0,2,0,4,0,2
1484,0,2,1,4,1,1,0
1485,0,2,0,1,4,1,0
1486,4,1,0,1,1,2,3
1487,0,0,4,0,1,0,1
1488,0,1,0,0,1,0,0
1489,2,0,0,4,0,1,3
1490,2,1,0,2,1,0,1
1491,0,0,1,1,1,1,4
1492,0,0,0,3,3,0,0
1493,3,0,0,2,1,1,0
1494,0,0,1,2,1,4,0
1495,1,0,1,4,0,0,1
1496,0,0,0,3,1,2,2
1497,0,1,0,4,1,1,0
1498,0,0,0,2,3,1,4
1499,0,1,3,2,4,1,1
1500,0,1,2,1,0,0,0
1501,0,2,1,1,2,3,0
1502,0,0,1,3,4,1,1
1503,0,0,1,1,0,1,1
1504,3,1,1,0,1,0,4
1505,0,0,3,2,4,0,0
1506,3,0,0,1,1,0,3
1507,0,0,0,4,0,0,2
1508,0,0,1,1,1,0,4
1509,0,0,3,1,4,0,0
1510,0,0,2,0,1,0,0
1511,0,0,1,2,1,1,0
1512,0,0,1,0,4,2,1
1513,0,1,0,2,0,0,0
1514,0,0,1,1,2,0,0
1515,0,2,1,1,0,0,0
1516,0,0,0,0,4,1,1
1517,0,0,2,1,1,4,0
1518,0,1,0,3,4,1,0
1519,0,1,1,1,0,0,1
1520,0,0,0,1,0,1,4
1521,0,1,0,2,1,0,0
1522,1,0,1,2,1,0,2
1523,0,0,4,3,1,0,0
1524,3,4,2,1,2,1,0
1525,0,0,0,0,1,0,2
1526,3,2,0,0,3,1,0
1527,1,1,0,1,2,1,0
1528,1,0,1,4,2,2,0
1529,1,0,3,2,0,3,0
1530,0,0,0,1,1,0,0
1531,0,1,2,0,2,1,0
1532,0,1,1,0,2,4,3
1533,0,0,1,2,0,1,0
1534,0,0,2,1,0,1,1
1535,0,3,4,2,1,0,0
1536,2,0,0,0,1,0,0
1537,2,0,0,2,2,0,0
1538,0,4,0,3,2,0,1
1539,0,0,3,1,0,1,0
1540,0,3,0,0,1,0,0
1541,0,0,3,0,1,0,0
1542,4,4,2,3,1,1,1
1543,0,0,0,1,3,0,2
1544,3,0,0,3,4,0,1
1545,0,0,0,1,1,0,0
1546,0,0,1,3,4,0,0
1547,4,1,0,4,1,0,0
1548,0,0,0,1,1,0,0
1549,0,0,4,1,1,0,0
1550,1,0,1,2,1,0,0
1551,0,4,1,0,1,0,0
1552,4,0,0,1,1,3,0
1553,1,4,0,1,4,0,0
1554,3,3,0,2,2,1,1
1555,0,1,0,2,1,0,0
1556,0,0,0,3,0,3,1
1557,0,0,0,1,1,0,3
1558,0,0,1,3,1,3,0
1559,0,0,0,3,1,1,1
1560,0,0,0,1,1,1,1
1561,0,1,1,1,3,1,1
1562,0,0,1,0,2,0,0
1563,0,0,1,3,2,0,0
1564,0,0,0,2,0,0,0
1565,0,0,1,3,0,0,4
1566,0,1,1,2,0,3,0
1567,3,0,1,2,1,1,4
1568,0,0,2,0,3,0,0
1569,0,0,1,1,1,1,0
1570,0,0,0,4,0,0,0
1571,0,0,3,3,0,0,0
1572,0,2,4,0,0,1,1
1573,0,0,1,2,1,1,0
1574,0,1,2,0,1,1,0
1575,0,0,4,3,1,0,0
1576,1,0,0,1,0,1,0
1577,0,0,0,2,1,0,0
1578,0,0,0,0,1,0,0
1579,0,3,1,1,1,1,1
1580,0,0,1,1,0,1,1
1581,0,0,1,1,0,0,3
1582,2,4,1,0,2,0,0
1583,0,0,0,1,3,0,2
1584,0,0,0,1,1,3,0
1585,0,1,1,1,2,1,2
1586,4,4,1,1,1,0,0
1587,0,0,0,2,0,0,0
1588,0,0,0,1,1,0,0
1589,3,2,1,1,0,1,0
1590,0,0,0,1,1,0,0
1591,0,0,0,3,1,0,0
1592,3,4,4,0,2,0,0
1593,4,0,0,1,1,2,3
1594,0,1,1,1,0,2,1
1595,4,0,0,3,1,0,0
1596,1,0,0,0,1,3,0
1597,0,0,0,0,1,0,2
1598,0,0,1,1,1,0,0
1599,0,4,1,2,1,1,0
1600,0,1,0,3,1,0,0
1601,0,0,0,2,4,0,0
1602,4,1,0,0,1,2,0
1603,0,0,1,2,1,0,0
1604,0,0,2,0,1,0,0
1605,0,3,0,1,1,0,0
1606,0,0,2,1,1,0,0
1607,0,1,1,1,1,1,0
1608,0,4,1,2,4,3,4
1609,0,0,0,3,1,0,4
1610,0,2,3,3,1,0,2
1611,0,1,0,3,4,0,0
1612,0,4,0,1,1,0,3
1613,0,1,0,0,2,1,1
1614,2,1,0,2,1,0,4
1615,0,1,1,0,1,0,0
1616,0,0,0,1,2,3,0
1617,0,0,2,2,1,4,0
1618,0,0,1,1,2,0,2
1619,0,0,0,0,1,0,4
1620,0,0,0,1,1,0,0
1621,3,0,1,4,0,0,1
1622,0,4,0,3,1,0,1
1623,0,0,2,2,4,0,0
1624,0,0,1,2,1,0,0
1625,0,0,0,3,1,3,0
1626,0,0,2,0,1,0,1
1627,4,0,1,2,1,0,1
1628,4,0,0,2,2,0,3
1629,2,0,0,2,0,0,2
1630,4,2,1,1,2,0,0
1631,0,0,1,1,0,2,0
1632,0,0,4,2,0,2,0
1633,4,1,1,1,1,0,4
1634,0,0,0,0,1,0,0
1635,0,1,1,0,2,0,0
1636,0,0,1,1,1,0,0
1637,0,0,1,1,1,1,1
1638,0,0,1,2,1,4,3
1639,0,0,1,3,2,0,0
1640,0,0,0,0,1,0,4
1641,0,0,2,1,2,1,0
1642,0,0,0,0,4,1,0
1643,0,0,1,1,1,0,1
1644,0,1,1,3,0,3,2
1645,2,0,0,0,2,0,1
1646,0,0,1,3,1,1,4
1647,0,0,1,3,0,3,2
1648,0,0,0,1,4,0,0
1649,0,0,3,1,3,3,0
1650,0,0,0,3,1,0,0
1651,0,1,0,0,2,4,1
1652,3,0,0,2,0,0,0
1653,0,0,0,1,0,1,3
1654,2,0,3,1,1,0,4
1655,0,3,0,1,1,0,0
1656,0,0,1,1,4,0,0
1657,0,0,0,0,0,0,0
1658,0,0,0,1,2,1,1
1659,0,0,1,2,2,1,0
1660,0,0,2,1,1,0,0
1661,0,2,2,0,1,2,0
1662,0,0,1,2,3,4,0
1663,3,0,0,3,0,0,4
1664,0,1,0,2,0,1,1
1665,0,0,1,2,0,1,0
1666,4,0,0,4,1,0,1
1667,0,1,1,2,1,4,0
1668,0,1,3,0,1,1,0
1669,0,1,1,2,1,4,0
1670,0,1,2,1,1,0,0
1671,2,0,4,1,0,0,0
1672,0,1,1,4,0,1,0
1673,0,0,0,0,2,4,0
1674,4,4,1,1,2,0,1
1675,0,1,0,0,3,0,4
1676,0,1,1,1,2,1,1
1677,0,3,0,1,1,0,0
1678,0,0,0,1,4,4,0
1679,0,3,1,2,4,1,0
1680,0,0,0,2,1,0,0
1681,2,0,3,4,3,0,0
1682,1,4,0,3,0,0,1
1683,2,0,0,3,4,0,0
1684,0,0,0,1,4,3,2
1685,0,1,0,1,1,3,0
1686,1,2,0,2,2,0,0
1687,0,1,1,0,1,1,0
1688,0,0,0,1,1,1,0
1689,1,1,1,0,0,1,0
1690,4,0,4,2,0,1,0
1691,1,0,0,2,1,4,1
1692,0,1,1,0,1,0,0
1693,0,0,4,2,1,0,3
1694,2,0,0,3,1,3,0
1695,3,0,0,2,1,0,0
1696,0,0,1,1,1,2,4
