,chlorides,free_sulfur_dioxide,citric_acid,total_sulfur_dioxide,volatile_acidity,sulphates,pH
868,0,0,1,2,0,1,2
869,0,3,0,1,0,0,4
870,2,0,3,1,0,0,2
871,0,0,4,1,0,0,1
872,0,0,1,2,0,0,1
873,4,0,4,1,0,1,2
874,2,3,0,1,3,2,1
875,0,0,1,1,1,0,2
876,1,0,0,2,0,0,1
877,0,3,0,0,3,4,0
878,0,0,0,3,0,0,3
879,0,0,0,2,2,1,2
880,0,0,1,0,1,1,1
881,0,0,1,0,0,1,3
882,4,2,4,0,1,2,0
883,0,0,0,2,0,0,2
884,0,0,0,1,0,3,1
885,0,1,3,0,1,0,1
886,0,4,1,2,0,1,1
887,3,3,0,1,0,3,4
888,3,0,0,2,0,0,1
889,0,4,0,1,0,0,2
890,0,1,0,0,1,2,2
891,0,0,2,0,0,0,2
892,1,0,0,0,1,1,4
893,0,0,1,1,1,2,2
894,0,0,0,0,2,3,2
895,0,0,0,0,1,1,1
896,1,1,1,2,1,0,4
897,0,0,0,0,1,4,2
898,4,1,0,1,0,0,3
899,0,0,2,1,1,0,3
900,0,0,1,1,0,0,2
901,0,2,1,0,1,1,3
902,0,0,1,1,0,3,1
903,2,0,0,1,4,0,1
904,0,0,1,1,0,2,1
905,1,0,0,1,0,2,1
906,0,0,0,0,1,0,1
907,3,3,0,1,0,0,3
908,0,0,0,1,0,0,4
909,0,4,1,0,1,0,1
910,1,0,0,4,4,0,1
911,0,1,1,2,1,1,2
912,0,1,4,0,1,0,1
913,2,0,1,1,1,1,1
914,0,0,4,0,0,0,1
915,0,0,0,1,0,0,1
916,0,1,1,1,0,1,2
917,0,0,0,0,1,0,2
918,0,0,1,3,0,0,1
919,0,0,1,1,2,1,1
920,0,2,3,2,0,3,3
921,0,1,4,1,3,0,1
922,2,0,1,1,1,1,0
923,1,0,0,2,0,0,1
924,0,0,0,2,0,0,3
925,0,0,0,0,4,1,1
926,0,0,0,1,0,4,0
927,0,1,4,1,2,0,1
928,0,2,4,0,0,1,2
929,0,0,1,1,0,0,1
930,1,4,0,1,1,0,0
931,0,0,0,0,1,1,1
932,3,0,1,1,0,0,1
933,0,0,1,0,0,1,1
934,0,4,0,0,1,0,3
935,0,0,0,4,1,3,1
936,4,0,3,0,1,4,1
937,0,0,2,1,0,0,2
938,1,0,0,0,0,0,2
939,0,1,1,2,3,0,1
940,0,3,0,2,4,0,1
941,0,0,0,1,0,1,1
942,0,0,4,4,0,2,0
943,0,0,1,1,0,4,4
944,0,0,0,4,1,0,2
945,0,0,1,4,0,0,0
946,1,2,0,0,0,0,0
947,0,0,1,1,0,4,1
948,0,0,3,4,2,1,3
949,0,1,1,2,1,0,1
950,0,0,0,2,3,2,2
951,4,0,0,0,1,0,3
952,0,0,3,1,1,0,2
953,0,0,1,4,0,0,2
954,0,0,0,2,0,1,4
955,0,0,0,2,0,0,1
956,1,0,1,2,0,0,1
957,0,0,0,2,1,0,2
958,0,0,0,1,0,0,2
959,0,1,0,2,2,0,1
960,0,0,4,1,2,0,1
961,4,4,2,0,0,1,1
962,0,2,3,1,0,0,1
963,0,0,1,2,1,1,1
964,1,0,0,4,0,0,1
965,0,0,1,1,0,3,1
966,0,0,0,0,3,0,2
967,2,0,1,1,4,0,1
968,2,0,0,0,1,3,1
969,1,0,2,2,0,0,0
970,0,0,0,0,3,1,2
971,3,0,0,0,1,3,2
972,0,0,0,0,1,1,2
973,1,0,3,2,0,0,2
974,0,0,1,1,3,0,2
975,0,1,1,1,0,3,3
976,0,4,0,1,4,0,0
977,0,0,0,3,1,0,1
978,0,0,0,1,0,0,1
979,0,0,0,4,3,3,2
980,0,0,1,1,1,3,1
981,3,2,0,1,0,2,1
982,1,4,3,0,1,0,2
983,0,0,0,1,0,2,0
984,1,4,1,2,0,1,3
985,0,0,4,2,1,4,1
986,0,0,0,1,0,0,1
987,0,2,0,3,0,1,1
988,4,2,1,1,4,0,2
989,4,0,3,1,0,1,1
990,0,0,0,1,1,0,2
991,0,2,1,4,0,4,1
992,0,0,0,1,0,0,3
993,0,0,0,0,1,1,2
994,1,0,0,1,0,0,1
995,0,0,0,1,0,1,2
996,0,0,0,0,1,1,1
997,0,4,0,2,3,0,1
998,0,0,1,4,1,1,1
999,3,0,3,0,0,1,1
1000,0,0,1,0,0,0,0
1001,3,0,0,1,0,3,2
1002,3,0,1,0,0,1,3
1003,0,0,0,1,0,0,0
1004,0,0,3,1,0,0,1
1005,0,0,1,1,3,0,1
1006,0,0,1,0,2,0,1
1007,0,0,0,1,1,0,0
1008,2,4,0,0,2,3,1
1009,0,3,1,0,1,1,0
1010,0,0,0,1,0,0,1
1011,0,0,0,1,0,1,1
1012,3,0,0,1,1,3,1
1013,2,0,1,1,0,2,2
1014,0,0,1,1,1,3,1
1015,3,2,4,1,0,0,2
1016,2,4,0,1,1,1,2
1017,2,0,1,4,0,0,2
1018,0,0,1,0,1,1,2
1019,0,1,3,2,0,1,0
1020,0,2,0,0,3,0,1
1021,1,4,1,2,0,2,1
1022,0,0,0,0,2,0,3
1023,0,0,0,1,0,1,2
1024,3,0,4,0,2,2,3
1025,0,0,0,1,0,0,1
1026,4,3,0,0,1,1,2
1027,1,0,0,1,0,0,2
1028,0,0,0,1,0,0,2
1029,0,0,0,2,1,0,1
1030,0,0,0,1,0,0,0
1031,1,3,0,0,0,3,0
1032,0,0,0,3,3,3,1
1033,0,0,0,1,0,4,2
1034,0,0,1,0,3,4,1
1035,2,0,1,0,1,0,2
1036,0,0,0,4,0,0,0
1037,0,0,0,1,1,0,2
1038,0,2,1,1,0,1,0
1039,0,1,1,1,0,0,4
1040,3,0,1,1,0,3,1
1041,0,2,1,1,0,0,2
1042,0,0,0,1,2,0,2
1043,0,0,0,0,1,3,2
1044,1,3,1,2,0,1,1
1045,3,3,3,2,2,0,1
1046,0,0,0,1,0,1,2
1047,0,0,3,0,0,0,2
1048,0,3,3,2,0,0,2
1049,0,0,0,0,1,1,2
1050,0,1,1,1,0,0,1
1051,0,0,1,3,0,1,1
1052,0,0,0,1,0,0,1
1053,0,0,1,1,2,0,1
1054,0,0,2,4,1,1,2
1055,0,0,1,2,0,1,2
1056,0,0,0,1,0,1,1
1057,4,3,0,0,3,0,0
1058,0,1,4,4,1,0,2
1059,0,0,0,1,3,1,2
1060,0,0,0,0,0,2,1
1061,1,0,0,1,0,1,4
1062,2,0,1,0,0,0,1
1063,0,0,0,2,0,0,2
1064,0,0,0,1,0,0,1
1065,0,0,1,1,0,0,1
1066,0,1,4,2,0,0,0
1067,0,2,4,0,0,0,1
1068,0,0,1,1,2,3,0
1069,0,0,0,0,0,0,2
1070,0,0,0,1,1,0,0
1071,0,2,4,1,0,1,1
1072,0,0,1,0,0,2,1
1073,0,0,0,4,4,0,1
1074,0,0,1,4,1,1,1
1075,0,0,1,0,1,1,0
1076,1,4,0,1,0,1,1
1077,0,0,4,2,1,1,1
1078,0,0,1,1,0,0,2
1079,0,1,1,0,1,1,2
1080,0,2,2,1,1,0,2
1081,0,0,1,2,0,0,2
1082,0,1,0,0,1,1,2
1083,0,0,0,1,0,0,1
1084,4,0,3,1,0,0,0
1085,0,1,0,2,0,1,1
1086,0,0,1,2,3,0,2
1087,4,3,0,2,2,0,1
1088,0,0,1,1,0,1,2
1089,0,0,0,2,3,1,1
1090,0,0,0,2,2,1,4
1091,0,0,1,0,0,1,2
1092,0,0,1,1,0,0,2
1093,0,0,0,0,1,4,1
1094,0,0,2,1,0,2,1
1095,2,4,1,1,0,1,2
1096,0,0,0,1,4,0,1
1097,0,3,0,1,0,1,3
1098,0,1,3,1,0,0,2
1099,0,0,3,0,1,0,2
1100,0,0,1,0,2,1,1
1101,0,0,4,0,3,0,2
1102,0,0,0,1,1,3,1
1103,4,2,1,0,0,1,1
1104,0,4,0,1,0,3,2
1105,0,1,0,2,0,1,2
1106,0,0,1,1,1,0,1
1107,0,4,1,1,1,1,0
1108,2,3,4,1,0,2,1
1109,0,0,1,0,1,1,2
1110,1,4,0,1,1,1,2
1111,0,1,0,2,1,2,1
1112,1,0,1,1,0,0,1
1113,0,2,1,1,1,0,1
1114,3,2,0,1,0,0,1
1115,0,0,1,3,0,1,2
1116,0,0,1,0,0,0,2
1117,0,2,0,0,1,3,3
1118,1,0,3,1,0,0,2
1119,0,0,1,2,0,0,0
1120,0,0,0,1,0,1,2
1121,0,0,0,3,4,0,1
1122,3,0,1,1,0,0,2
1123,0,1,0,1,4,0,1
1124,0,1,2,1,0,0,1
1125,0,0,0,1,0,1,3
1126,0,0,3,1,0,0,4
1127,4,0,3,1,0,2,2
1128,0,1,0,1,0,0,2
1129,2,1,0,3,4,1,2
1130,0,0,3,4,2,4,3
1131,0,0,0,0,0,2,1
1132,0,0,1,1,2,0,1
1133,0,0,0,0,0,1,1
1134,4,0,0,0,1,0,2
1135,2,4,1,0,1,2,1
1136,0,0,0,1,4,0,0
1137,3,0,1,1,0,0,1
1138,0,0,0,0,2,1,1
1139,1,0,1,3,1,1,1
1140,0,1,2,2,0,0,2
1141,3,0,0,3,2,0,0
1142,0,0,0,3,2,1,2
1143,1,0,0,1,4,0,2
1144,0,0,0,3,0,0,2
1145,0,0,0,1,0,2,3
1146,0,0,1,0,0,2,1
1147,3,0,0,1,4,1,2
1148,0,0,4,1,0,0,4
1149,3,1,1,0,0,3,2
1150,0,0,0,0,1,0,2
1151,0,2,0,2,1,0,3
1152,0,0,4,3,3,0,2
1153,0,0,2,1,0,0,4
1154,0,1,0,0,1,0,0
1155,0,0,1,4,0,0,2
1156,0,1,4,1,0,1,1
1157,0,0,1,1,4,0,3
1158,4,2,1,1,0,3,2
1159,1,0,0,0,0,2,1
1160,1,0,4,1,0,1,2
1161,0,0,0,0,3,0,2
1162,0,4,0,2,0,0,3
1163,0,0,1,3,0,0,1
1164,0,1,1,3,1,0,1
1165,3,0,1,1,0,0,2
1166,1,0,3,4,0,0,1
1167,0,0,1,4,0,3,2
1168,0,0,1,4,0,0,1
1169,0,0,0,0,1,1,2
1170,2,0,0,1,2,0,1
1171,1,1,0,0,0,4,1
1172,0,0,0,1,0,2,1
1173,0,0,4,0,2,1,2
1174,0,3,0,1,0,0,2
1175,0,0,0,1,0,0,1
1176,0,2,0,2,0,0,4
1177,0,0,1,0,0,0,2
1178,0,0,1,1,1,2,2
1179,0,0,1,1,3,2,1
1180,0,1,0,2,1,0,3
1181,0,4,0,3,2,2,1
1182,0,0,1,0,1,1,1
1183,0,2,0,0,0,0,2
1184,0,0,1,1,0,1,1
1185,0,1,0,1,1,2,1
1186,0,3,0,2,1,2,1
1187,0,2,0,1,1,0,0
1188,0,0,1,1,0,0,0
1189,0,1,1,1,2,0,1
1190,0,0,1,0,1,0,1
1191,0,1,4,2,1,0,1
1192,2,2,2,1,0,0,1
1193,0,2,0,0,3,2,2
1194,0,0,0,0,2,0,0
1195,0,2,1,3,1,2,1
1196,2,0,1,0,1,1,4
1197,0,0,1,4,0,4,1
1198,0,0,0,0,0,2,1
1199,0,0,0,1,0,1,2
1200,2,3,1,3,2,1,3
1201,0,0,0,1,0,0,0
1202,0,0,0,3,0,1,2
1203,0,3,0,0,1,0,1
1204,4,0,4,0,1,0,2
1205,1,0,0,0,0,0,1
1206,0,0,0,1,2,0,2
1207,4,1,1,1,0,0,1
1208,0,0,0,1,0,1,4
1209,2,1,0,1,1,4,1
1210,0,0,1,2,0,0,2
1211,0,0,0,0,1,1,1
1212,0,0,4,1,0,0,2
1213,0,1,1,3,4,0,0
1214,2,0,0,1,1,0,0
1215,0,0,2,0,0,4,2
1216,0,0,0,1,1,1,1
1217,0,2,0,2,0,1,1
1218,0,0,0,0,1,1,2
1219,4,0,3,1,1,0,2
1220,0,0,0,1,0,0,1
1221,0,0,4,1,0,0,2
1222,1,4,1,1,0,0,1
1223,0,0,0,0,1,0,2
1224,0,0,0,1,4,4,1
1225,2,0,2,2,2,0,1
1226,3,0,3,1,0,0,2
1227,0,0,0,3,0,1,1
1228,0,0,0,1,0,4,4
1229,0,4,2,1,0,0,1
1230,0,0,0,0,2,0,2
1231,0,0,0,1,0,4,1
1232,4,0,2,2,0,1,2
1233,0,0,3,1,4,1,1
1234,0,0,2,1,0,0,4
1235,0,0,1,4,2,0,3
1236,0,0,0,1,0,1,2
1237,0,0,0,0,0,3,2
1238,0,0,1,3,0,0,1
1239,2,0,0,0,1,3,1
1240,0,0,0,1,0,0,2
1241,0,0,1,2,1,1,1
1242,1,2,2,0,1,1,1
1243,0,0,1,1,0,0,1
1244,0,0,3,1,1,1,3
1245,0,0,1,2,0,0,0
1246,0,1,0,1,0,4,4
1247,0,0,0,1,0,0,1
1248,4,0,0,2,0,0,2
1249,0,1,0,1,0,0,1
1250,4,0,1,1,0,1,0
1251,1,0,0,1,1,0,1
1252,0,0,1,0,2,1,1
1253,1,0,0,1,2,4,2
1254,0,0,2,1,1,0,2
1255,0,0,0,0,1,0,2
1256,0,3,0,1,0,0,1
1257,0,1,0,2,0,0,1
1258,0,3,3,2,0,3,1
1259,2,0,3,0,0,4,4
1260,4,0,0,1,4,2,1
1261,0,0,1,1,1,0,1
1262,0,4,0,2,0,0,4
1263,0,1,0,2,0,1,1
1264,2,1,1,1,0,0,1
1265,0,0,4,3,0,0,0
1266,0,0,0,0,1,1,0
1267,0,0,0,1,0,2,4
1268,0,0,0,4,1,1,2
1269,0,1,1,2,1,0,0
1270,2,0,0,4,1,0,1
1271,0,0,1,1,0,0,0
1272,0,0,1,1,1,1,2
1273,0,0,0,1,2,1,3
1274,0,2,1,1,3,0,2
1275,0,0,2,0,1,0,1
1276,0,2,1,1,0,4,4
1277,3,4,1,1,3,0,3
1278,0,0,3,0,0,0,1
1279,0,0,3,1,0,0,2
1280,0,3,1,0,0,0,1
1281,0,3,3,4,1,0,0
1282,0,0,0,2,0,4,2
1283,0,0,1,0,0,4,1
1284,0,1,0,1,1,0,2
1285,0,0,0,0,2,3,2
1286,0,1,1,1,4,0,2
1287,0,0,0,1,0,0,2
1288,0,0,1,2,4,3,2
1289,4,0,4,1,0,0,2
1290,0,0,0,3,1,0,2
1291,0,3,0,0,3,3,2
1292,0,0,1,1,3,1,2
1293,0,0,0,1,1,1,3
1294,0,0,0,1,0,0,1
1295,0,1,4,2,0,0,1
1296,3,0,1,3,0,1,3
1297,1,1,1,1,0,1,2
1298,0,0,4,1,4,0,2
1299,0,2,4,1,0,1,2
1300,0,0,0,3,2,0,1
1301,0,0,0,0,1,1,2
1302,1,0,0,1,0,0,2
1303,3,0,0,2,0,0,2
1304,0,3,1,1,0,0,4
1305,0,4,0,2,0,1,4
1306,0,0,1,1,0,2,2
1307,0,0,0,1,0,4,1
1308,0,0,0,0,3,0,1
1309,0,1,1,1,0,4,4
1310,0,0,0,1,3,0,1
1311,1,3,4,1,2,0,1
1312,0,0,0,2,0,0,3
1313,0,0,0,1,1,3,0
1314,0,1,0,0,0,0,2
1315,0,0,1,1,0,1,2
1316,0,3,0,1,2,0,4
1317,0,0,1,0,0,1,4
1318,0,0,3,0,1,1,2
1319,0,3,1,1,1,1,1
1320,0,0,1,0,2,0,4
1321,0,0,0,1,2,0,1
1322,0,0,1,1,0,1,1
1323,0,4,0,0,0,0,1
1324,0,0,0,2,1,1,3
1325,4,0,0,1,3,3,3
1326,1,0,1,3,2,1,3
1327,0,2,1,0,0,0,1
1328,0,1,0,2,0,0,1
1329,0,0,0,0,1,1,1
1330,2,0,1,2,1,1,1
1331,3,0,0,0,0,0,2
1332,0,0,0,1,0,0,2
1333,0,0,0,4,3,0,1
1334,0,0,1,0,1,1,2
1335,0,3,0,2,0,0,1
1336,0,0,2,0,2,1,0
1337,2,1,0,1,1,2,3
1338,0,0,1,4,0,0,2
1339,1,0,4,0,1,3,1
1340,0,4,2,1,1,3,2
1341,0,4,0,0,1,1,2
1342,0,0,1,1,0,1,1
1343,0,0,0,0,1,1,2
1344,0,0,2,0,3,2,4
1345,0,1,1,2,0,1,1
1346,0,4,0,3,1,1,2
1347,0,0,0,1,0,3,1
1348,0,0,0,3,0,1,0
1349,0,2,0,0,1,4,1
1350,0,0,1,0,1,1,4
1351,0,0,0,1,4,0,2
1352,0,0,4,3,3,0,1
1353,0,1,1,4,0,1,1
1354,0,0,2,0,1,1,4
1355,0,4,3,0,2,1,2
1356,0,0,1,1,0,0,1
1357,0,2,0,1,0,0,1
1358,0,1,1,1,0,1,1
1359,0,2,0,3,2,2,1
1360,0,0,1,2,0,0,4
1361,0,0,4,0,2,1,2
1362,0,0,0,0,1,1,3
1363,0,0,0,0,1,0,3
1364,3,0,0,0,2,0,1
1365,0,0,0,1,0,1,2
1366,0,0,0,0,1,2,2
1367,1,0,1,0,0,4,1
1368,0,1,0,1,0,0,1
1369,2,0,4,2,0,1,2
1370,0,0,0,1,2,0,1
1371,0,0,2,0,1,0,4
1372,0,4,0,1,0,3,2
1373,3,0,1,0,0,0,2
1374,0,1,0,1,0,3,2
1375,0,0,1,1,0,1,0
1376,3,0,2,3,1,2,4
1377,0,0,0,2,0,0,0
1378,3,4,1,0,0,1,1
1379,0,0,0,1,0,3,1
1380,0,0,0,1,0,3,1
1381,0,0,0,2,0,1,2
1382,1,0,1,1,0,1,0
1383,1,0,1,0,4,1,0
1384,0,0,1,0,1,2,1
1385,0,1,0,0,0,1,1
1386,0,0,0,3,2,0,1
1387,0,0,0,1,2,4,1
1388,4,0,1,0,0,1,2
1389,3,0,1,3,1,1,3
1390,0,0,2,1,0,4,1
1391,0,0,1,0,0,1,2
1392,0,0,3,0,1,1,2
1393,0,0,1,1,0,0,0
1394,1,0,0,0,2,0,2
1395,0,0,0,0,1,1,2
1396,1,4,1,4,0,1,1
1397,0,0,1,1,0,1,2
1398,0,1,0,1,0,0,2
1399,0,3,1,1,4,1,2
1400,0,0,1,1,0,0,4
1401,1,0,0,0,1,1,3
1402,0,1,0,1,2,0,4
1403,1,2,2,0,0,1,0
1404,0,2,0,0,2,1,3
1405,0,2,0,1,0,0,2
1406,0,0,1,1,1,0,3
1407,0,3,0,2,4,0,1
1408,4,0,0,1,0,0,2
1409,0,4,0,1,1,1,1
1410,1,0,1,1,0,0,1
1411,2,0,1,0,0,0,2
1412,0,0,0,1,0,2,2
1413,0,4,2,0,4,0,3
1414,0,0,0,3,1,1,2
1415,0,4,1,4,0,0,2
1416,0,0,1,1,2,1,1
1417,0,0,1,0,0,0,1
1418,3,0,3,0,4,1,0
1419,0,0,1,1,2,0,2
1420,0,2,0,1,2,1,2
1421,0,0,1,1,0,4,1
1422,0,0,1,1,2,0,2
1423,0,0,3,0,3,4,2
1424,0,0,2,0,0,1,1
1425,0,0,0,0,1,0,0
1426,0,1,2,4,4,3,1
1427,1,0,4,0,4,1,1
1428,1,3,0,0,0,0,2
1429,0,0,0,1,0,0,2
1430,0,3,0,0,4,1,2
1431,0,4,1,0,0,0,1
1432,0,0,4,2,0,2,1
1433,3,0,0,1,0,2,1
1434,0,4,3,1,1,1,4
1435,0,0,1,3,1,0,2
1436,2,4,0,1,0,1,1
1437,0,0,0,0,1,1,3
1438,2,0,1,2,0,0,2
1439,1,3,4,2,0,0,4
1440,0,0,3,1,4,4,1
1441,0,1,1,1,0,1,0
1442,0,0,0,4,0,0,2
1443,0,0,0,2,1,0,1
1444,2,0,0,4,0,3,2
1445,4,0,0,0,1,2,1
1446,0,0,0,1,0,2,4
1447,0,3,0,1,4,0,2
1448,3,4,0,1,0,0,2
1449,2,3,0,1,0,0,2
1450,0,1,1,2,0,0,2
1451,0,0,0,2,4,0,2
1452,0,0,1,2,0,0,2
1453,2,0,1,0,0,0,1
1454,0,0,3,1,0,0,2
1455,0,0,3,3,1,1,3
1456,2,0,0,0,0,0,0
1457,0,0,0,1,0,3,2
1458,0,0,1,1,0,1,0
1459,0,1,1,1,0,1,2
1460,0,0,0,1,0,1,1
1461,0,0,1,1,0,0,1
1462,0,0,2,0,1,0,1
1463,0,2,1,1,0,0,2
1464,0,0,1,0,0,1,2
1465,4,0,0,3,1,1,1
1466,0,3,1,3,4,0,2
1467,1,4,1,0,1,1,4
1468,0,1,1,1,1,3,4
1469,3,0,0,3,0,0,1
1470,0,1,0,2,0,0,1
1471,0,0,1,1,0,0,2
1472,0,0,0,1,0,0,1
1473,0,0,0,0,2,0,0
1474,0,0,0,1,0,0,3
1475,0,0,1,2,0,0,2
1476,0,0,0,1,0,0,2
1477,0,0,0,1,0,4,1
1478,0,0,0,0,2,4,1
1479,2,0,0,0,0,0,2
1480,0,2,1,1,0,0,1
1481,0,0,1,4,3,2,1
1482,1,0,1,1,3,1,2
1483,0,0,4,1,0,0,1
1484,1,0,1,3,4,1,2
1485,0,0,0,2,0,1,2
1486,0,0,2,3,1,4,2
1487,0,0,0,1,0,3,1
1488,0,0,1,3,3,1,0
1489,0,0,1,4,0,1,1
1490,0,0,0,4,1,1,4
1491,0,4,1,1,4,0,3
1492,3,2,0,1,2,4,1
1493,2,0,1,4,0,0,2
1494,0,1,1,3,0,1,1
1495,4,0,3,0,3,0,1
1496,4,3,0,1,0,2,2
1497,0,0,0,4,0,1,1
1498,0,0,0,4,0,1,1
1499,2,0,0,0,0,2,1
1500,0,0,1,1,0,0,2
1501,0,0,1,2,0,0,2
1502,0,0,0,0,0,1,0
1503,0,1,1,3,1,2,3
1504,0,0,1,1,0,0,2
1505,0,0,2,1,0,0,4
1506,0,1,0,0,0,0,1
1507,0,0,2,0,2,2,2
1508,0,1,0,1,0,0,0
1509,1,0,0,2,0,2,2
1510,4,0,0,1,0,0,1
1511,0,1,0,1,0,1,3
1512,0,0,1,1,0,0,1
1513,0,0,0,0,1,0,2
1514,0,3,0,2,0,0,1
1515,3,0,0,1,0,0,2
1516,2,0,0,0,2,1,2
1517,0,0,0,1,0,1,3
1518,0,3,0,1,0,0,2
1519,0,0,1,0,1,0,1
1520,0,0,0,0,3,1,2
1521,0,1,0,2,0,0,2
1522,0,0,0,1,0,0,2
1523,0,0,1,1,2,0,3
1524,0,0,4,2,0,4,4
1525,0,3,0,1,2,0,2
1526,0,1,0,2,0,2,3
1527,0,0,1,2,4,0,0
1528,4,0,3,0,0,1,0
1529,0,3,0,1,4,0,3
1530,3,0,4,1,0,1,1
1531,4,4,1,2,0,0,3
1532,0,0,1,3,0,1,4
1533,0,0,1,0,0,1,4
1534,0,1,1,2,0,0,1
1535,0,0,0,1,0,2,2
1536,0,3,0,1,3,0,4
1537,0,2,2,2,0,0,1
1538,3,4,0,1,1,0,0
1539,4,0,0,1,0,1,1
1540,0,2,0,0,0,0,0
1541,0,0,1,1,0,0,1
1542,4,0,1,1,3,0,2
1543,0,0,0,0,1,0,1
1544,0,0,0,1,4,0,2
1545,0,0,0,1,0,2,1
1546,0,0,1,1,0,3,0
1547,2,3,1,1,4,3,1
1548,0,0,0,0,1,0,2
1549,0,2,0,1,0,0,3
1550,0,4,1,1,0,0,1
1551,0,0,1,1,0,0,1
1552,1,0,0,4,0,3,2
1553,1,0,4,4,0,2,1
1554,1,0,2,0,0,1,1
1555,1,2,0,1,0,0,1
1556,0,0,2,0,1,1,2
1557,0,0,0,2,1,0,2
1558,0,0,0,1,0,1,1
1559,0,3,0,0,2,3,3
1560,0,0,1,1,1,1,2
1561,0,0,4,0,1,1,4
1562,0,0,0,2,0,0,1
1563,0,1,3,2,2,0,1
1564,0,0,0,4,1,2,0
1565,0,0,1,1,0,0,1
1566,0,3,1,0,0,2,1
1567,0,0,0,1,0,2,0
1568,2,0,1,1,0,0,4
1569,0,0,1,2,3,1,2
1570,1,0,0,1,3,0,2
1571,2,0,0,0,0,0,2
1572,0,0,0,0,0,2,2
1573,0,0,3,3,0,0,0
1574,0,3,2,1,0,1,3
1575,0,0,1,4,0,3,3
1576,0,0,4,0,1,1,2
1577,0,2,0,1,0,0,3
1578,0,0,0,1,0,0,1
1579,0,0,1,1,1,1,1
1580,0,0,1,0,1,1,0
1581,0,0,3,3,3,0,2
1582,0,4,1,4,0,0,1
1583,0,1,0,4,0,2,1
1584,4,0,0,1,0,3,1
1585,0,0,1,0,1,0,1
1586,2,0,1,1,4,0,1
1587,1,3,0,2,0,0,3
1588,0,4,3,1,0,0,2
1589,0,0,0,3,1,1,0
1590,0,0,0,3,0,0,1
1591,0,0,0,1,0,1,0
1592,0,1,0,2,0,3,1
1593,4,0,0,1,0,4,2
1594,4,0,1,0,1,1,3
1595,0,0,0,1,0,0,2
1596,3,1,2,0,0,0,1
1597,0,1,2,1,0,0,2
1598,0,0,1,1,2,0,2
1599,0,0,1,4,0,1,1
1600,2,0,0,1,0,0,2
1601,0,1,1,1,0,0,3
1602,0,3,1,1,1,0,1
1603,0,0,1,3,0,4,0
1604,1,0,1,1,2,0,1
1605,0,0,0,0,2,0,1
1606,0,0,1,1,0,1,3
1607,0,0,2,1,1,1,1
1608,3,0,1,1,1,0,1
1609,0,4,0,1,0,0,3
1610,2,2,1,1,4,0,1
1611,0,2,0,4,0,0,1
1612,0,0,0,2,0,3,1
1613,0,0,2,0,1,1,1
1614,1,3,0,1,2,0,0
1615,0,0,3,1,0,0,0
1616,0,0,0,2,0,0,1
1617,3,0,0,1,0,0,3
1618,3,1,0,3,0,0,2
1619,0,4,0,2,2,0,2
1620,0,0,4,1,0,3,2
1621,0,0,1,0,0,4,1
1622,4,0,0,1,3,2,3
1623,0,0,0,1,0,1,4
1624,0,1,1,1,0,1,3
1625,3,0,0,0,2,0,2
1626,0,0,2,0,1,1,1
1627,0,3,1,1,0,4,1
1628,0,0,0,2,0,0,2
1629,0,0,3,2,0,0,1
1630,0,0,4,2,0,0,1
1631,2,2,2,1,0,0,4
1632,0,2,1,0,0,1,1
1633,0,0,1,1,0,0,2
1634,0,0,0,1,0,0,2
1635,0,0,1,2,1,0,0
1636,0,2,0,3,0,3,2
1637,0,0,4,1,0,2,1
1638,0,0,1,3,0,1,1
1639,0,0,1,4,0,0,4
1640,0,0,0,1,0,2,2
1641,0,0,0,2,0,1,0
1642,0,0,0,1,0,2,2
1643,0,1,1,1,1,0,2
1644,0,0,1,0,1,0,1
1645,4,2,0,0,0,0,2
1646,4,0,2,1,0,1,2
1647,0,0,3,2,3,1,0
1648,0,0,1,1,0,0,2
1649,0,2,1,1,0,4,2
1650,0,0,4,1,0,0,3
1651,0,3,4,0,1,0,1
1652,0,4,0,0,0,0,1
1653,0,3,2,2,0,4,1
1654,0,0,1,1,0,0,2
1655,0,0,0,1,3,0,1
1656,1,1,1,0,2,0,4
1657,0,4,3,1,0,4,2
1658,0,0,0,0,1,1,2
1659,0,0,1,3,3,0,1
1660,0,1,0,1,0,0,2
1661,0,0,2,1,0,0,1
1662,0,0,1,1,0,0,1
1663,3,2,0,0,1,0,2
1664,0,0,0,0,0,1,4
1665,0,0,1,0,0,1,1
1666,0,0,0,3,1,0,2
1667,0,0,1,0,0,1,4
1668,0,0,2,1,0,1,2
1669,0,1,1,1,0,0,2
1670,0,1,0,1,0,2,2
1671,0,0,0,0,0,0,3
1672,3,0,1,0,0,2,1
1673,0,2,0,2,0,0,1
1674,1,0,1,2,0,0,2
1675,2,0,1,4,2,0,2
1676,0,0,1,0,4,1,0
1677,1,0,0,1,2,3,3
1678,0,0,3,4,0,1,4
1679,0,0,1,1,0,0,2
1680,0,0,0,1,0,0,1
1681,0,0,0,2,0,0,1
1682,0,0,0,1,1,2,0
1683,0,0,2,0,1,0,3
1684,0,2,2,1,0,4,2
1685,0,0,0,1,3,0,0
1686,0,0,0,2,0,1,1
1687,0,0,1,1,0,0,4
1688,0,4,0,1,0,0,1
1689,1,0,1,0,0,1,2
1690,0,0,1,1,0,1,1
1691,0,0,2,1,1,4,3
1692,0,1,3,1,2,3,1
1693,0,4,1,1,0,0,1
1694,0,0,0,1,1,1,2
1695,4,0,0,1,0,1,2
