,volatile_acidity,chlorides,free_sulfur_dioxide,residual_sugar,total_sulfur_dioxide,sulphates,citric_acid
868,0,1,0,4,0,1,1
869,0,2,2,1,1,0,0
870,0,0,2,2,1,3,0
871,0,3,2,1,1,0,1
872,1,3,0,1,1,0,1
873,1,0,0,0,2,1,1
874,2,4,0,0,1,2,4
875,4,0,0,0,1,0,1
876,4,3,0,0,0,0,0
877,2,0,2,2,0,1,0
878,1,0,0,0,1,1,0
879,2,0,0,4,3,0,4
880,1,0,0,0,0,1,2
881,0,0,0,0,3,3,1
882,2,0,4,0,3,1,1
883,0,0,0,0,2,0,0
884,4,0,0,4,1,0,0
885,1,0,0,2,1,1,0
886,3,0,0,0,1,1,4
887,0,3,0,2,0,3,1
888,0,0,0,0,2,1,1
889,0,1,0,0,1,2,1
890,3,2,0,3,1,0,2
891,4,0,0,0,0,0,2
892,1,0,0,0,0,1,0
893,2,0,0,0,0,2,0
894,2,0,0,0,0,1,0
895,1,0,0,0,0,1,0
896,1,0,1,0,2,1,1
897,1,0,0,0,0,0,0
898,0,0,1,1,4,0,0
899,1,0,0,1,3,2,2
900,0,1,4,0,1,0,3
901,1,0,2,0,0,0,0
902,0,1,0,0,1,0,1
903,1,1,0,0,1,0,3
904,0,3,0,0,1,2,1
905,0,0,0,1,1,0,0
906,3,4,0,4,0,0,0
907,0,0,0,2,4,0,2
908,0,0,0,0,1,4,2
909,1,0,0,3,0,0,0
910,2,0,3,0,0,0,2
911,0,2,1,0,2,1,1
912,1,0,0,0,0,0,0
913,1,4,0,1,1,0,1
914,0,0,0,0,2,0,1
915,0,0,0,2,4,2,0
916,0,0,1,0,0,1,4
917,0,0,2,0,0,1,0
918,0,2,0,4,0,0,1
919,4,0,0,0,4,1,0
920,0,0,2,4,2,2,0
921,0,0,1,0,0,0,0
922,0,0,0,3,1,1,1
923,1,4,0,0,2,2,0
924,3,0,0,4,1,0,0
925,2,0,0,0,0,2,2
926,1,0,0,0,1,1,0
927,0,0,1,2,1,1,0
928,0,1,2,0,3,1,0
929,0,0,1,0,1,0,0
930,0,2,0,0,1,0,0
931,1,0,0,2,0,1,0
932,0,0,0,4,1,0,1
933,4,0,0,0,1,0,1
934,1,0,0,0,0,0,0
935,0,0,0,0,2,0,0
936,1,4,0,0,0,4,3
937,0,0,0,0,1,0,2
938,0,0,2,1,1,0,0
939,2,3,1,1,2,0,1
940,1,0,0,0,0,0,0
941,0,0,0,1,1,1,0
942,0,0,0,0,0,0,1
943,1,4,0,0,1,3,1
944,1,4,0,0,3,0,0
945,0,4,0,2,4,1,1
946,1,0,0,1,1,2,0
947,3,0,0,0,1,0,2
948,2,0,4,0,1,1,2
949,1,1,1,0,3,0,1
950,0,0,0,0,1,0,0
951,1,0,0,0,0,0,0
952,1,2,0,0,1,0,0
953,0,3,0,4,4,2,1
954,0,0,0,0,2,1,0
955,0,0,0,0,2,0,0
956,0,3,0,0,4,0,1
957,1,0,0,0,0,2,1
958,2,0,0,2,0,1,0
959,0,0,1,0,2,1,0
960,4,0,0,2,0,0,1
961,0,0,3,1,0,1,1
962,4,2,4,0,1,2,0
963,0,2,0,0,0,1,1
964,0,2,0,1,2,0,0
965,0,0,0,0,1,0,1
966,2,0,4,2,0,0,0
967,1,0,0,0,1,1,1
968,1,2,0,1,0,1,0
969,3,1,0,0,3,2,3
970,0,0,0,0,1,1,3
971,1,0,0,0,0,0,0
972,4,0,0,0,3,1,0
973,0,0,0,4,2,3,0
974,0,0,0,1,1,0,4
975,0,2,1,2,2,1,1
976,0,0,0,0,1,4,0
977,4,0,2,0,1,0,3
978,0,0,0,4,1,0,0
979,4,0,0,0,0,1,4
980,0,0,0,0,3,0,1
981,0,1,0,0,1,1,0
982,1,1,0,2,0,2,4
983,0,1,0,1,1,0,0
984,0,0,0,0,0,1,1
985,2,0,0,0,2,0,1
986,0,3,0,0,1,3,0
987,0,0,2,0,3,3,0
988,0,0,0,4,1,1,1
989,0,0,3,0,1,1,1
990,1,0,0,0,1,0,3
991,0,0,0,0,1,0,1
992,0,3,3,0,4,0,0
993,1,0,0,0,0,1,3
994,0,0,3,0,1,0,0
995,3,0,0,0,1,1,0
996,0,0,0,0,0,3,0
997,0,0,1,0,2,0,0
998,1,0,0,1,1,1,4
999,0,3,4,0,2,1,1
1000,1,2,0,0,0,1,1
1001,4,0,1,0,0,0,0
1002,2,0,4,0,0,1,0
1003,0,0,0,1,2,0,0
1004,0,0,0,0,1,0,1
1005,1,0,4,3,1,1,1
1006,0,0,0,0,1,0,2
1007,0,0,0,0,1,0,0
1008,2,2,0,0,0,3,0
1009,2,1,0,0,0,1,1
1010,0,1,0,0,1,0,0
1011,0,0,0,0,1,0,0
1012,1,0,2,0,1,0,0
1013,0,0,0,2,1,2,3
1014,1,0,4,0,1,0,0
1015,0,3,1,0,1,0,1
1016,1,2,0,0,1,0,0
1017,0,2,0,0,1,0,2
1018,0,0,1,0,0,1,1
1019,0,3,0,0,2,1,4
1020,0,0,0,1,0,0,1
1021,0,0,0,4,1,3,2
1022,2,0,0,1,1,1,0
1023,0,0,0,0,1,0,0
1024,2,4,0,0,0,0,0
1025,0,0,0,0,3,4,0
1026,1,0,0,0,0,1,0
1027,2,0,0,2,3,0,0
1028,3,0,2,4,1,0,3
1029,1,0,0,1,4,0,1
1030,3,0,2,0,1,0,0
1031,0,0,0,4,0,0,0
1032,0,0,0,0,1,0,0
1033,0,1,0,1,1,0,3
1034,0,0,0,0,0,1,1
1035,0,1,0,1,0,3,0
1036,0,1,0,0,0,0,0
1037,1,0,0,0,1,1,0
1038,0,0,0,4,3,0,1
1039,0,0,0,0,0,0,4
1040,1,0,0,1,1,1,1
1041,0,0,0,3,3,4,1
1042,3,3,0,0,1,4,0
1043,1,0,2,4,0,1,0
1044,0,1,1,0,2,0,4
1045,0,0,2,0,2,0,1
1046,0,0,0,0,1,0,0
1047,2,0,0,0,0,0,0
1048,0,0,0,0,0,0,0
1049,1,0,0,0,2,1,0
1050,0,0,0,0,3,0,1
1051,0,4,1,0,0,1,1
1052,0,0,1,2,1,0,0
1053,0,0,0,0,1,3,1
1054,1,4,0,0,1,1,0
1055,3,4,0,0,1,1,1
1056,0,0,2,1,1,1,0
1057,0,0,0,1,2,0,2
1058,1,0,3,0,1,0,0
1059,0,0,0,1,1,1,0
1060,0,2,0,0,1,3,3
1061,0,0,0,0,3,1,0
1062,0,0,0,0,0,0,4
1063,4,2,0,0,1,2,0
1064,2,0,3,1,1,0,0
1065,0,3,0,0,1,0,1
1066,0,0,2,3,0,0,0
1067,0,0,0,0,0,0,0
1068,2,4,0,0,1,3,1
1069,0,0,0,0,2,0,0
1070,0,0,0,1,1,0,0
1071,0,0,0,0,3,3,0
1072,1,0,0,0,4,0,0
1073,1,0,0,0,1,0,0
1074,1,0,0,0,0,1,1
1075,1,0,0,2,0,4,1
1076,0,0,1,0,1,0,0
1077,1,0,0,0,0,3,0
1078,0,0,0,0,1,0,1
1079,1,4,0,0,0,1,0
1080,1,0,2,0,2,4,2
1081,0,0,0,0,1,3,1
1082,0,0,0,0,4,1,0
1083,4,0,0,0,1,0,4
1084,0,2,0,0,1,0,1
1085,0,3,2,1,2,1,0
1086,2,4,0,3,0,0,0
1087,0,0,0,0,0,1,3
1088,1,0,0,4,1,4,1
1089,4,0,0,0,0,0,0
1090,1,0,0,4,0,1,3
1091,0,0,1,0,2,2,4
1092,0,0,0,0,1,0,1
1093,0,0,0,0,0,4,0
1094,2,0,0,0,1,0,1
1095,0,0,0,2,1,1,0
1096,1,0,0,0,4,0,0
1097,1,0,0,0,0,2,0
1098,0,0,2,2,1,0,0
1099,2,0,1,0,0,0,3
1100,2,0,1,0,0,1,1
1101,0,0,3,3,0,0,0
1102,1,0,0,0,1,0,0
1103,0,0,0,0,0,1,2
1104,0,1,0,0,4,0,0
1105,0,0,2,1,2,2,0
1106,1,0,0,0,1,0,0
1107,0,2,0,0,1,1,1
1108,4,3,1,0,1,0,0
1109,1,0,0,0,0,1,1
1110,2,0,0,0,1,0,0
1111,3,0,1,0,2,0,1
1112,0,0,0,0,1,0,1
1113,1,4,0,0,1,0,2
1114,0,0,1,0,3,0,0
1115,1,0,0,0,0,1,1
1116,0,0,0,0,2,0,1
1117,1,0,3,0,0,1,2
1118,2,0,2,1,1,0,1
1119,3,0,0,1,2,0,1
1120,0,0,0,0,1,0,0
1121,0,0,0,1,1,0,0
1122,1,0,1,0,2,0,1
1123,0,2,3,0,0,0,2
1124,2,2,2,0,2,0,1
1125,0,0,0,0,1,1,0
1126,2,0,1,0,1,3,1
1127,0,0,0,0,1,0,0
1128,0,0,0,0,3,0,0
1129,2,1,0,0,0,1,0
1130,2,0,0,0,0,2,0
1131,0,0,0,0,0,0,0
1132,0,0,2,0,1,0,1
1133,3,0,0,0,1,1,0
1134,1,0,0,0,0,0,0
1135,1,2,0,0,0,2,1
1136,0,3,1,1,1,0,0
1137,0,0,0,2,1,0,3
1138,2,0,0,0,2,0,1
1139,0,0,4,0,1,2,0
1140,0,0,3,0,2,0,4
1141,4,0,4,0,1,0,0
1142,2,0,0,0,1,1,1
1143,1,0,0,0,1,0,0
1144,0,0,0,1,1,0,0
1145,0,0,0,4,1,0,1
1146,0,0,0,0,1,0,1
1147,1,0,4,0,1,1,0
1148,0,4,0,1,1,3,0
1149,2,0,0,0,0,0,0
1150,1,0,0,0,0,1,0
1151,1,0,0,0,0,0,0
1152,0,0,0,0,0,0,0
1153,0,1,0,0,2,0,1
1154,0,0,0,0,0,0,4
1155,0,0,0,0,3,0,0
1156,0,0,0,0,1,3,1
1157,0,1,0,2,1,0,1
1158,0,0,2,1,4,0,1
1159,0,0,1,0,0,0,1
1160,4,1,4,0,2,0,2
1161,2,0,0,0,0,2,0
1162,0,0,0,0,1,0,0
1163,4,0,2,0,4,0,1
1164,1,0,0,0,1,0,0
1165,1,0,0,4,3,0,1
1166,3,3,0,0,0,0,3
1167,0,0,0,0,0,3,0
1168,0,2,0,0,1,0,1
1169,1,0,0,3,0,1,0
1170,0,0,4,4,1,0,4
1171,0,1,0,0,1,1,2
1172,0,0,0,4,1,0,0
1173,0,0,0,3,0,1,0
1174,1,4,0,1,1,0,0
1175,0,0,0,0,1,1,0
1176,0,0,0,0,3,0,0
1177,0,0,0,0,1,0,1
1178,1,0,0,0,1,0,0
1179,0,0,0,0,1,1,1
1180,2,0,4,0,2,4,0
1181,0,0,3,0,0,0,3
1182,1,0,0,1,0,1,1
1183,0,0,0,0,3,0,0
1184,0,0,0,0,1,1,1
1185,1,0,0,4,1,0,4
1186,1,0,4,0,0,1,0
1187,4,0,0,0,1,4,0
1188,0,0,0,1,2,0,3
1189,0,0,0,0,1,0,1
1190,1,0,0,0,1,0,1
1191,1,0,1,0,2,0,0
1192,0,0,0,2,1,0,0
1193,0,0,0,0,1,1,0
1194,0,0,0,0,0,0,0
1195,2,0,0,0,2,1,2
1196,1,2,0,0,0,2,2
1197,4,0,0,0,0,0,1
1198,0,0,0,0,3,1,0
1199,0,0,0,0,1,1,0
1200,1,4,1,0,2,1,1
1201,0,0,0,1,1,3,0
1202,0,0,0,0,1,3,1
1203,1,0,2,0,0,0,1
1204,0,0,0,0,1,0,1
1205,0,0,0,0,0,4,2
1206,0,1,4,0,1,0,0
1207,2,0,2,3,1,0,1
1208,0,0,0,0,1,1,3
1209,1,4,2,0,0,0,0
1210,0,0,0,0,1,0,0
1211,1,0,0,0,0,1,0
1212,0,1,0,2,3,0,1
1213,0,4,0,0,2,0,1
1214,1,4,0,0,1,0,0
1215,0,0,4,0,1,4,0
1216,4,0,3,0,0,2,0
1217,4,0,0,0,2,1,4
1218,4,0,0,0,0,4,0
1219,2,3,0,0,0,0,3
1220,0,0,0,0,1,0,1
1221,0,0,3,0,1,3,0
1222,0,0,1,2,4,0,4
1223,1,1,0,2,0,0,0
1224,4,4,3,0,1,1,0
1225,1,1,0,0,2,2,0
1226,0,0,0,0,1,0,4
1227,0,0,0,0,2,1,0
1228,0,0,0,1,1,0,0
1229,0,0,0,0,3,0,0
1230,4,0,0,3,0,1,0
1231,0,0,0,0,1,0,0
1232,0,0,1,0,2,1,2
1233,0,0,0,0,1,1,0
1234,0,0,0,0,1,0,0
1235,1,0,0,0,3,2,0
1236,0,2,0,3,1,1,1
1237,0,0,0,0,0,2,1
1238,0,0,0,0,1,0,1
1239,1,0,0,0,1,0,0
1240,0,0,4,3,1,0,0
1241,1,0,1,0,2,1,1
1242,1,3,0,0,0,1,1
1243,0,0,0,1,1,1,1
1244,1,0,0,0,0,1,0
1245,0,0,0,1,2,0,4
1246,0,1,0,0,1,0,0
1247,0,0,0,0,1,0,0
1248,0,0,0,0,1,0,0
1249,0,0,1,0,1,3,0
1250,1,0,3,0,1,1,1
1251,4,0,0,0,1,0,2
1252,3,0,0,0,4,4,0
1253,4,0,1,0,1,1,0
1254,1,0,1,0,1,0,1
1255,1,0,0,1,0,1,0
1256,0,0,0,0,1,0,0
1257,3,0,2,2,2,0,0
1258,0,0,1,0,2,0,1
1259,0,0,4,0,0,2,1
1260,1,4,0,0,1,0,2
1261,1,1,1,1,1,0,1
1262,0,0,3,0,1,1,4
1263,0,0,0,0,1,1,0
1264,0,0,0,0,3,0,1
1265,0,0,3,0,1,0,0
1266,1,4,3,0,0,0,0
1267,0,0,1,0,1,1,0
1268,1,0,0,0,0,4,0
1269,1,4,1,3,3,0,1
1270,0,2,3,0,0,0,1
1271,0,0,4,0,1,0,2
1272,1,0,0,2,1,0,3
1273,2,0,1,0,0,2,0
1274,0,0,0,0,2,0,1
1275,1,1,0,0,0,3,1
1276,0,0,0,0,3,0,1
1277,0,0,4,0,1,0,1
1278,0,0,0,1,0,1,0
1279,0,0,0,0,1,2,0
1280,0,0,0,2,2,1,1
1281,1,0,0,0,0,0,2
1282,0,0,0,2,4,0,0
1283,0,0,0,0,0,0,3
1284,1,0,3,1,3,0,1
1285,4,0,0,0,0,0,0
1286,3,0,0,0,1,2,1
1287,0,1,0,0,4,0,0
1288,0,0,0,0,2,0,1
1289,2,1,0,3,1,2,1
1290,0,0,0,0,1,0,0
1291,0,0,0,1,1,0,0
1292,0,0,0,1,4,1,1
1293,0,0,0,4,1,1,0
1294,0,1,3,0,1,3,0
1295,3,4,4,0,2,0,1
1296,0,0,0,1,2,0,1
1297,0,0,0,2,1,0,3
1298,1,0,0,0,2,0,0
1299,3,0,0,0,2,1,0
1300,0,0,0,1,2,0,0
1301,2,0,0,0,0,1,2
1302,2,0,2,0,2,0,0
1303,0,0,4,0,1,0,2
1304,0,0,1,0,1,0,1
1305,0,1,4,0,2,1,1
1306,0,0,0,0,1,0,0
1307,3,0,0,0,1,0,3
1308,2,0,0,0,0,0,0
1309,0,4,4,0,1,1,1
1310,0,0,0,0,2,0,0
1311,3,0,4,4,1,0,1
1312,0,0,0,0,2,0,0
1313,1,0,0,0,1,0,0
1314,0,2,0,0,0,0,2
1315,0,0,0,0,1,1,1
1316,3,0,0,0,0,0,0
1317,2,0,1,0,0,3,1
1318,1,0,0,0,0,2,4
1319,1,1,0,0,0,2,1
1320,4,3,0,0,0,0,0
1321,1,0,1,4,1,0,0
1322,0,0,1,0,1,4,1
1323,0,0,1,0,1,0,3
1324,1,0,0,0,0,1,0
1325,3,0,0,3,1,1,0
1326,1,0,0,0,0,1,1
1327,0,0,1,4,2,0,1
1328,0,3,1,1,2,3,0
1329,1,0,0,0,4,1,0
1330,1,1,0,0,2,1,4
1331,0,2,0,0,2,0,0
1332,0,0,0,0,1,4,0
1333,4,0,0,0,1,0,1
1334,1,0,1,4,1,0,1
1335,0,0,1,2,2,0,0
1336,0,0,0,0,2,1,2
1337,1,4,0,0,1,0,0
1338,0,0,0,0,1,0,0
1339,1,2,0,1,4,3,1
1340,1,0,2,0,0,4,2
1341,1,0,4,0,0,1,0
1342,0,0,0,0,1,1,1
1343,1,0,0,0,0,1,2
1344,3,0,0,1,0,0,0
1345,0,3,2,1,2,1,3
1346,1,4,0,4,2,1,0
1347,1,1,0,3,1,2,0
1348,0,0,0,0,1,0,0
1349,0,0,0,0,4,0,1
1350,1,0,4,3,0,4,1
1351,0,0,0,0,1,0,1
1352,0,0,4,0,4,0,1
1353,0,1,1,1,1,1,1
1354,0,0,0,2,0,1,2
1355,1,0,2,0,3,1,0
1356,0,0,0,2,2,0,3
1357,4,0,0,0,4,0,0
1358,1,0,0,3,1,1,0
1359,0,4,0,0,1,0,0
1360,1,2,0,0,1,0,1
1361,1,2,0,0,0,0,0
1362,3,0,0,3,1,1,0
1363,1,0,0,0,2,0,3
1364,1,0,0,0,0,1,0
1365,0,0,0,0,1,1,0
1366,0,0,2,0,0,0,4
1367,0,2,0,0,4,2,0
1368,1,0,1,3,0,0,3
1369,0,0,0,0,1,1,1
1370,4,0,0,0,3,0,0
1371,1,0,0,2,0,2,0
1372,0,0,0,0,0,1,0
1373,0,4,0,0,0,0,1
1374,0,0,1,0,1,0,0
1375,0,0,0,0,0,1,0
1376,1,3,0,3,0,2,2
1377,4,0,0,1,1,0,0
1378,0,0,4,0,0,0,4
1379,0,0,0,0,1,0,0
1380,0,0,0,0,1,4,0
1381,0,0,0,1,1,1,0
1382,1,1,0,1,1,0,1
1383,1,1,0,0,0,2,1
1384,0,0,0,4,1,2,1
1385,4,0,0,0,3,3,0
1386,3,0,4,2,0,4,0
1387,0,0,0,0,1,1,0
1388,0,3,0,0,1,4,1
1389,1,0,0,3,0,1,1
1390,0,0,0,3,1,1,0
1391,4,0,2,0,0,1,1
1392,1,0,0,0,4,1,1
1393,0,4,0,0,1,0,1
1394,3,0,0,0,1,0,0
1395,1,0,4,2,4,4,0
1396,0,0,1,0,0,1,1
1397,0,3,0,3,1,1,2
1398,0,0,0,0,1,3,0
1399,0,0,0,0,1,1,0
1400,3,0,0,0,1,3,0
1401,4,0,0,0,0,1,0
1402,2,0,0,0,3,0,3
1403,0,0,0,3,3,4,2
1404,1,0,0,2,0,0,0
1405,0,1,0,0,1,0,4
1406,1,0,0,1,1,0,1
1407,0,0,0,1,2,0,3
1408,0,0,4,1,1,0,2
1409,1,0,0,0,1,0,0
1410,0,4,3,2,1,0,1
1411,2,0,0,0,1,0,1
1412,0,0,0,0,1,0,0
1413,3,2,2,0,0,0,0
1414,0,0,4,4,0,4,0
1415,1,0,3,0,0,3,1
1416,0,4,2,0,0,1,3
1417,0,0,0,4,3,0,3
1418,0,0,0,4,0,1,0
1419,3,0,0,0,3,0,0
1420,2,0,0,0,1,0,0
1421,0,0,2,0,1,0,1
1422,0,4,0,0,1,0,1
1423,0,4,0,0,1,0,2
1424,4,4,0,1,1,1,0
1425,1,3,0,2,1,3,0
1426,0,0,2,0,2,0,0
1427,0,0,0,0,3,1,2
1428,0,4,3,0,0,0,0
1429,0,1,1,0,1,0,0
1430,1,0,0,0,0,3,2
1431,0,0,0,0,0,0,0
1432,0,1,3,0,2,0,0
1433,0,4,1,0,3,0,0
1434,1,0,1,0,1,1,0
1435,0,0,0,0,1,0,2
1436,1,0,0,0,1,1,2
1437,1,3,3,0,0,1,2
1438,1,0,0,0,2,0,1
1439,0,0,2,3,2,0,1
1440,4,0,0,0,1,0,0
1441,3,4,1,1,3,0,1
1442,0,0,0,0,1,0,0
1443,0,0,0,1,1,0,0
1444,0,0,1,0,3,0,4
1445,2,0,4,4,0,0,0
1446,0,0,0,0,0,0,3
1447,2,0,0,0,1,0,3
1448,0,0,3,0,4,0,0
1449,3,0,0,0,1,0,0
1450,0,0,1,0,3,0,1
1451,0,4,0,4,0,0,3
1452,0,0,4,0,2,1,3
1453,0,1,1,4,1,0,1
1454,0,0,0,2,1,3,1
1455,1,0,1,3,0,3,4
1456,1,0,0,0,0,2,0
1457,0,0,0,0,1,0,0
1458,0,0,0,0,1,1,1
1459,3,0,2,0,1,3,1
1460,0,0,3,0,1,1,1
1461,0,0,0,3,1,0,2
1462,0,0,0,2,0,1,2
1463,0,0,0,4,1,0,1
1464,4,0,2,0,3,1,1
1465,1,0,0,0,1,0,4
1466,0,3,0,0,0,0,4
1467,0,2,0,0,2,1,1
1468,1,0,2,0,1,4,1
1469,1,0,0,0,1,0,0
1470,0,0,1,1,2,0,1
1471,0,3,0,0,1,0,4
1472,3,0,0,0,1,0,2
1473,1,0,4,0,0,3,0
1474,0,0,1,0,0,1,0
1475,0,0,4,0,2,0,1
1476,0,0,0,0,1,1,1
1477,0,0,0,4,1,0,0
1478,2,3,0,1,0,2,0
1479,3,0,0,0,1,0,0
1480,2,0,1,4,3,0,1
1481,0,0,0,0,2,1,1
1482,0,4,0,2,1,1,2
1483,0,2,2,0,3,0,0
1484,1,0,0,1,3,1,1
1485,0,0,0,0,2,1,0
1486,1,0,0,0,0,1,0
1487,0,0,0,2,1,0,0
1488,2,0,0,1,1,3,1
1489,0,0,0,0,0,1,1
1490,1,1,3,1,2,0,0
1491,0,0,0,1,1,0,1
1492,0,0,0,1,2,0,0
1493,0,0,1,0,1,0,2
1494,0,0,1,4,1,0,4
1495,4,0,0,0,4,4,1
1496,0,0,2,0,1,0,0
1497,2,1,2,0,1,1,1
1498,0,0,0,0,4,1,0
1499,0,0,1,0,0,1,0
1500,0,0,0,3,3,0,0
1501,0,0,0,0,2,0,1
1502,0,0,0,0,0,1,0
1503,0,0,0,2,2,1,1
1504,2,0,1,1,1,0,1
1505,0,0,0,4,1,0,0
1506,0,0,1,3,1,0,0
1507,2,1,4,0,0,0,0
1508,0,0,0,0,3,0,4
1509,0,1,2,0,2,0,0
1510,1,0,0,0,1,0,0
1511,0,0,0,1,0,1,0
1512,2,1,0,0,1,2,1
1513,1,0,0,1,0,0,1
1514,3,0,4,0,2,4,0
1515,0,0,0,1,2,0,0
1516,1,0,0,0,0,2,0
1517,0,0,0,0,1,1,0
1518,0,0,4,4,1,1,3
1519,1,4,2,0,1,0,1
1520,1,0,0,0,0,1,0
1521,0,0,3,3,1,0,0
1522,1,0,0,0,1,0,1
1523,0,0,0,0,1,0,0
1524,0,2,3,0,2,1,0
1525,2,0,0,0,1,1,0
1526,2,0,0,1,4,0,0
1527,0,1,0,2,4,0,2
1528,3,4,0,3,0,3,1
1529,3,0,4,0,0,0,0
1530,0,0,3,0,4,0,0
1531,0,0,0,1,1,0,1
1532,2,0,0,3,1,1,1
1533,4,0,3,0,0,1,3
1534,0,0,0,0,0,0,1
1535,4,0,0,0,1,0,0
1536,0,0,0,0,2,3,0
1537,0,0,0,0,2,3,4
1538,1,0,0,0,1,0,0
1539,0,0,0,0,1,0,0
1540,3,0,2,1,0,0,0
1541,1,0,0,0,3,0,1
1542,0,1,0,0,1,0,1
1543,1,4,1,0,0,0,0
1544,1,0,0,4,1,0,0
1545,0,0,2,0,4,0,0
1546,0,0,0,0,1,0,1
1547,0,4,2,3,1,0,0
1548,0,0,0,0,0,2,3
1549,0,0,2,1,1,0,0
1550,0,0,0,0,1,0,1
1551,0,4,0,0,1,0,1
1552,0,0,0,3,1,2,0
1553,0,4,0,4,1,0,2
1554,1,1,0,2,0,1,2
1555,0,0,1,2,1,2,0
1556,0,0,0,3,0,1,0
1557,1,0,0,0,3,0,0
1558,3,0,0,0,1,1,2
1559,1,0,1,0,0,1,0
1560,1,0,2,0,1,1,0
1561,1,4,0,0,1,1,0
1562,0,0,4,2,2,0,1
1563,0,2,0,0,2,0,1
1564,0,3,1,4,0,0,3
1565,0,1,3,3,1,0,2
1566,0,0,0,0,0,0,1
1567,0,1,0,0,1,1,1
1568,0,0,0,0,1,2,1
1569,0,0,4,1,1,1,1
1570,3,0,0,0,1,0,3
1571,2,0,4,0,1,0,0
1572,3,0,0,0,0,1,0
1573,0,3,0,1,1,0,0
1574,0,0,0,4,1,1,2
1575,0,0,4,2,1,3,0
1576,1,0,0,0,0,1,0
1577,3,0,0,4,4,1,0
1578,0,0,1,0,2,3,0
1579,0,0,4,0,1,1,1
1580,1,0,0,0,2,1,1
1581,1,4,0,4,0,1,1
1582,0,0,0,0,2,0,1
1583,0,0,1,0,3,1,0
1584,3,0,1,0,4,0,0
1585,1,0,0,2,2,0,1
1586,0,0,0,0,1,0,1
1587,0,0,1,1,0,0,0
1588,0,0,0,3,1,0,0
1589,0,0,1,0,4,1,1
1590,0,0,0,0,0,0,3
1591,3,0,0,0,1,0,0
1592,0,1,1,2,2,0,0
1593,1,0,0,0,1,0,0
1594,1,0,0,0,0,0,4
1595,0,1,0,0,0,0,0
1596,0,0,2,4,0,0,0
1597,0,0,0,0,1,3,0
1598,0,0,0,0,1,0,1
1599,0,0,0,0,1,1,1
1600,0,0,0,0,4,4,4
1601,0,0,4,3,1,0,0
1602,3,0,0,1,1,0,1
1603,3,0,0,0,1,3,3
1604,0,1,0,1,1,0,1
1605,3,0,0,0,0,0,0
1606,4,0,4,0,1,0,1
1607,4,0,1,0,1,2,3
1608,1,0,0,0,1,1,1
1609,2,3,0,0,1,0,0
1610,0,0,0,0,1,1,1
1611,0,0,3,0,1,0,0
1612,0,0,0,0,1,1,4
1613,1,0,0,0,0,1,0
1614,3,0,1,0,1,2,0
1615,0,0,0,2,4,0,3
1616,0,0,0,0,2,0,0
1617,1,0,0,0,1,2,1
1618,0,0,1,0,2,0,1
1619,0,2,1,0,1,0,3
1620,0,3,0,0,1,2,0
1621,0,0,0,2,0,0,1
1622,1,0,4,0,1,0,1
1623,0,0,4,3,3,0,0
1624,2,0,1,1,1,0,1
1625,0,0,4,0,1,2,4
1626,1,0,0,0,0,0,1
1627,4,3,0,1,1,0,3
1628,0,0,0,0,2,0,0
1629,0,0,0,0,2,2,0
1630,0,0,0,0,1,0,1
1631,2,1,0,0,1,0,1
1632,0,0,0,3,0,1,1
1633,0,0,4,1,1,0,1
1634,1,0,0,0,4,0,0
1635,0,2,4,1,2,0,3
1636,1,0,0,3,1,2,2
1637,0,0,0,0,2,4,1
1638,0,0,0,0,0,4,1
1639,0,3,0,0,2,0,1
1640,0,4,0,0,1,3,0
1641,0,0,0,0,0,1,0
1642,1,0,0,0,1,1,0
1643,1,0,2,0,1,0,1
1644,1,0,0,0,0,0,2
1645,1,4,0,0,0,0,1
1646,4,0,0,0,2,1,1
1647,3,0,1,0,0,2,0
1648,0,0,0,4,1,0,0
1649,0,0,0,0,1,3,1
1650,3,0,3,0,3,0,1
1651,1,0,2,3,2,0,0
1652,0,0,0,0,2,0,0
1653,1,0,3,3,0,4,0
1654,0,0,0,0,1,0,0
1655,0,0,2,1,4,2,0
1656,0,1,1,0,1,0,0
1657,0,0,3,0,1,0,0
1658,1,4,4,3,0,4,1
1659,0,0,0,0,1,1,1
1660,0,1,4,3,1,0,0
1661,0,0,0,2,2,0,1
1662,0,0,1,0,1,0,1
1663,1,0,0,2,0,0,2
1664,0,0,2,0,0,1,0
1665,2,0,0,2,0,1,1
1666,1,0,0,0,1,0,0
1667,0,1,0,0,1,0,1
1668,0,0,0,0,2,1,2
1669,0,4,0,0,1,0,1
1670,2,0,1,0,1,0,0
1671,0,0,0,0,0,0,0
1672,0,1,0,3,0,1,1
1673,0,1,0,2,2,0,0
1674,0,0,1,0,2,1,1
1675,1,0,2,1,1,0,1
1676,2,0,1,0,2,1,3
1677,0,0,0,0,3,0,0
1678,0,0,3,3,1,0,2
1679,0,0,0,0,1,1,1
1680,0,0,0,0,1,0,0
1681,0,0,0,0,2,0,0
1682,1,3,0,4,0,0,1
1683,0,0,0,0,0,4,0
1684,2,0,1,0,1,3,0
1685,4,0,0,1,1,0,0
1686,1,0,0,0,2,4,0
1687,0,0,0,0,1,1,1
1688,0,0,0,0,4,1,0
1689,1,1,0,0,0,0,1
1690,4,0,0,0,4,1,1
1691,1,0,0,0,0,1,0
1692,0,0,3,1,1,0,1
1693,0,3,0,0,1,0,1
1694,0,4,0,4,1,2,0
1695,0,0,0,0,0,0,0
